,Timestamp,ID,articleCount,avgSentiment,stdSentiment,25quantileSentiment,50quantileSentiment,75quantileSentiment,maxSentiment,minSentiment,ibmSentiment,Samsung,Telefonica,Allianz,Total,Bayer,Tesla,Airbus,Apple,BASF,BMW,Google
0,2018-05-02,Samsung,896,0.0813467171999008,0.20466133140937456,-0.020812499999999994,0.06884,0.21171,0.9477,-0.5626800000000001,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
1,2018-05-02,BASF,156,0.19001211233211235,0.23657913760513588,0.11993000000000001,0.23679999999999998,0.32337000000000005,0.6525,-0.63234,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
2,2018-05-02,Apple,3116,0.05027700278389034,0.21731717677838883,-0.05671583333333334,0.0298,0.20575000000000002,0.926,-0.8862666666666668,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
3,2018-05-02,Tesla,510,0.06893203750389044,0.17356478828639463,-0.07031499999999999,0.07262666666666667,0.2024858333333333,0.6457200000000001,-0.5029999999999999,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
4,2018-05-02,Airbus,250,0.05532746952380947,0.23070680706314345,-0.014179999999999988,0.030780000000000002,0.19538000000000003,0.6025600000000001,-0.57493,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
5,2018-05-02,Bayer,3035,0.0240291295075966,0.1664938805753093,-0.05574,0.0,0.10361928571428572,0.68469,-0.51246,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
6,2018-05-02,BMW,500,-0.01335405269841271,0.2332976667076807,-0.18910500000000002,0.0,0.13449,0.9341,-0.6768000000000001,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
7,2018-05-02,Telefonica,67,0.17337059701492533,0.247799325364605,0.0,0.0979,0.44782,0.49836,-0.2862,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
8,2018-05-02,Google,1901,0.10641426296101468,0.19299328084970635,-0.005087500000000002,0.06969,0.2481,0.9877,-0.55366,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
9,2018-05-02,Allianz,121,-0.05226479338842976,0.26463790675530974,-0.23023000000000002,-0.09485,0.09192,0.5821500000000002,-0.66297,0,0.0,-0.010664871791036923,0.013549246713214558,-0.013837749135075406,0.003418806748785918,0.004092707062073764,0.007473034727032869,0.04322714241017156,0.011060020574936049,0.006682499538851694,0.025713883382226577
10,2018-05-03,Samsung,874,0.11372173781373722,0.2036547202669381,0.0,0.10574125000000001,0.24513999999999997,0.67499,-0.6023000000000001,0,0.0,-0.0202172951031665,-0.009181318594400523,0.008611463334919023,0.0035071933339523307,-0.057050988293073424,0.0006117455329448518,0.0018106721407100679,-0.017218891939941194,-0.010040570180817276,-0.01746398391008519
11,2018-05-03,BASF,217,0.14642036994367633,0.2107086569595487,0.016510000000000014,0.20038,0.2729111111111111,0.6622100000000001,-0.38286000000000003,0,0.0,-0.0202172951031665,-0.009181318594400523,0.008611463334919023,0.0035071933339523307,-0.057050988293073424,0.0006117455329448518,0.0018106721407100679,-0.017218891939941194,-0.010040570180817276,-0.01746398391008519
12,2018-05-03,Apple,2027,0.0756169261008135,0.20819789709316455,-0.013170000000000005,0.049400000000000006,0.217635,0.7717,-0.5975900000000001,0,0.0,-0.0202172951031665,-0.009181318594400523,0.008611463334919023,0.0035071933339523307,-0.057050988293073424,0.0006117455329448518,0.0018106721407100679,-0.017218891939941194,-0.010040570180817276,-0.01746398391008519
13,2018-05-03,Tesla,916,0.01820865768177725,0.1598713132578809,-0.07952,0.0,0.12079,0.63083,-0.6866333333333333,0,0.0,-0.0202172951031665,-0.009181318594400523,0.008611463334919023,0.0035071933339523307,-0.057050988293073424,0.0006117455329448518,0.0018106721407100679,-0.017218891939941194,-0.010040570180817276,-0.01746398391008519
