,Timestamp,ID,articleCount,avgSentiment,stdSentiment,25quantileSentiment,50quantileSentiment,75quantileSentiment,maxSentiment,minSentiment,socialScore,nbOfDuplicates
0,2018-03-01,Samsung,50,0.20153844999999998,0.20761553585728754,0.09335,0.183045,0.298615,-0.36294999999999994,0.713875,1295,11
1,2018-03-02,Samsung,50,0.14957786031746031,0.14696504080661685,0.05871000000000001,0.15736,0.22985,-0.19865714285714284,0.5143857142857142,1666,11
2,2018-03-05,Samsung,50,0.18535753333333335,0.20662939080972745,0.09919,0.1879,0.36369250000000003,-0.5124299999999999,0.6551199999999999,9045,4
3,2018-03-06,Samsung,50,0.1671150380952381,0.18211599702115633,0.012940000000000002,0.17872,0.274175,-0.16732,0.51644,2318,3
4,2018-03-07,Samsung,50,0.20857959999999998,0.1420845909140228,0.1236425,0.204945,0.3197625,-0.10467,0.48856,2100,15
5,2018-03-08,Samsung,50,0.1496086777777778,0.1893742136973529,0.0354825,0.119925,0.24153750000000002,-0.19433999999999998,0.9131,1722,6
6,2018-03-09,Samsung,50,0.1588043079365079,0.13657114264373899,0.07707,0.16495500000000002,0.2669475,-0.21559,0.409,2176,1
7,2018-03-01,BASF,45,0.2327897777777778,0.19783945448828508,0.16216,0.22515999999999997,0.32921,-0.47700000000000004,0.68145,240,0
8,2018-03-02,BASF,19,0.20001106725146198,0.2070811733460035,0.07456,0.2027777777777778,0.29172000000000003,-0.25899,0.6915125000000001,320,0
9,2018-03-05,BASF,26,0.245835728021978,0.15313955844316704,0.11484624999999998,0.197315,0.31794,0.06262,0.6516500000000001,18,5
10,2018-03-06,BASF,37,0.1915413513513513,0.14386990390940316,0.08227,0.18168,0.2961,-0.08786000000000001,0.5198,21,2
11,2018-03-07,BASF,27,0.24242736625514394,0.1649178732191771,0.16447499999999998,0.24251999999999999,0.334075,-0.18830999999999998,0.5679299999999999,9,1
12,2018-03-08,BASF,32,0.24643473214285705,0.16482441439771983,0.11440999999999998,0.24521,0.38428571428571434,-0.22403333333333336,0.4449699999999999,72,3
13,2018-03-09,BASF,25,0.2356479555555555,0.09717477190729376,0.15038,0.26769,0.29172000000000003,0.08563000000000001,0.5004700000000001,26,6
14,2018-03-01,Apple,50,0.08784987619047621,0.1544319655044088,0.0005325000000000024,0.11143499999999999,0.16653333333333334,-0.36932,0.43619,1208,15
15,2018-03-02,Apple,50,0.13022498333333338,0.1938322083701723,-0.0013950000000000047,0.117705,0.2678216666666666,-0.17611,0.54798,7878,6
16,2018-03-05,Apple,50,0.09228052380952381,0.1583123957201265,0.011409999999999993,0.1137,0.189985,-0.30138999999999994,0.53758,3306,6
17,2018-03-06,Apple,50,0.12591883730158726,0.13462496296640972,0.007967499999999999,0.12349,0.2106125,-0.08666999999999997,0.47623,1691,18
18,2018-03-07,Apple,50,0.10195052222222223,0.19553107373331327,-0.022207499999999998,0.11011499999999999,0.22519250000000002,-0.48943000000000003,0.48031000000000007,8755,10
19,2018-03-08,Apple,50,0.13246151269841272,0.19138975873657801,-0.005784999999999996,0.13577,0.23609,-0.30635,0.5355700000000001,4469,0
20,2018-03-09,Apple,50,0.12415036904761903,0.20703608154319833,-0.0007424999999999932,0.121895,0.28054499999999993,-0.4516,0.49156999999999995,4973,22
21,2018-03-01,Tesla,50,0.15329811666666665,0.13519630744238065,0.06148999999999999,0.14484,0.22685750000000002,-0.16512999999999994,0.44265,2992,2
22,2018-03-02,Tesla,50,0.11804617142857145,0.14973889160361406,0.027167499999999997,0.09851000000000001,0.22474,-0.36036,0.43059000000000003,38675,6
23,2018-03-05,Tesla,50,0.14443266507936506,0.17154588907618476,0.0431125,0.13720000000000002,0.22494750000000002,-0.25708,0.67345,4002,13
24,2018-03-06,Tesla,50,0.12311419999999998,0.14336464817045572,0.03163750000000001,0.09664,0.19233250000000002,-0.15174,0.45897000000000004,4638,7
25,2018-03-07,Tesla,50,0.17729343492063493,0.16393862626783304,0.084,0.17174,0.3058,-0.1690285714285714,0.50546,5988,10
26,2018-03-08,Tesla,50,0.12817384444444443,0.16748760093791126,0.015804166666666664,0.128695,0.19262500000000002,-0.1506,0.57542,5554,4
27,2018-03-09,Tesla,50,0.1517148555555555,0.1807304385304215,0.042679999999999996,0.11967,0.28875500000000004,-0.31997000000000003,0.49569,1739,8
28,2018-03-01,Airbus,50,0.06975102063492064,0.1498368225406275,-0.029099999999999987,0.028092499999999996,0.21893500000000002,-0.32721,0.3156300000000001,1357,13
29,2018-03-02,Airbus,50,0.14341916666666668,0.17919649199380408,0.0307075,0.14726499999999998,0.29594,-0.21072000000000002,0.46326,10018,8
30,2018-03-05,Airbus,50,0.06962680634920636,0.17675048071210028,-0.026170000000000006,0.020855,0.15513499999999997,-0.28646999999999995,0.6037666666666667,14176,10
31,2018-03-06,Airbus,50,0.14503509841269838,0.13796318808856511,0.09679555555555557,0.14567301587301587,0.22796999999999998,-0.28094,0.47064000000000006,3137,8
32,2018-03-07,Airbus,50,0.11742790555555555,0.23244330193592438,-0.0679275,0.1147,0.29504583333333334,-0.28740999999999994,0.6275000000000001,2167,4
33,2018-03-08,Airbus,50,0.154285,0.2017876292728348,0.0642125,0.10663,0.273055,-0.26676,0.7184999999999999,13376,7
34,2018-03-09,Airbus,50,0.19382982857142855,0.14420644909769373,0.11555000000000001,0.20352499999999996,0.3210725,-0.16215000000000002,0.4551900000000001,2194,7
35,2018-03-01,Bayer,50,0.10652044682539684,0.1888724728191306,-0.06545500000000001,0.137055,0.21524000000000001,-0.30313,0.6146199999999999,4628,9
