,Timestamp,ID,articleCount,avgSentiment,stdSentiment,25quantileSentiment,50quantileSentiment,75quantileSentiment,maxSentiment,minSentiment,Previous_Day_Return,Next_Day_Return
0,2018-05-02,BASF,156,0.19001211233211235,0.2365791376051359,0.11993,0.2368,0.32337000000000005,0.6525,-0.63234,0.011060020574936049,-0.017218891939941194
1,2018-05-02,Tesla,510,0.06893203750389043,0.17356478828639466,-0.07031499999999999,0.07262666666666667,0.2024858333333333,0.6457200000000001,-0.5029999999999999,0.004092707062073764,-0.057050988293073424
2,2018-05-02,Google,1901,0.10641426296101468,0.19299328084970635,-0.0050875000000000035,0.06969,0.2481,0.9877,-0.55366,0.025713883382226577,-0.01746398391008519
3,2018-05-02,Allianz,121,-0.052264793388429764,0.2646379067553097,-0.23023,-0.09485,0.09192,0.5821500000000002,-0.66297,0.013549246713214558,-0.009181318594400523
4,2018-05-02,Airbus,250,0.05532746952380947,0.23070680706314345,-0.014179999999999988,0.03078,0.19538000000000005,0.6025600000000001,-0.57493,0.007473034727032869,0.0006117455329448518
5,2018-05-02,Apple,3116,0.050277002783890336,0.21731717677838885,-0.05671583333333334,0.0298,0.20575,0.9259999999999999,-0.8862666666666668,0.04322714241017156,0.0018106721407100679
6,2018-05-02,Bayer,3035,0.0240291295075966,0.1664938805753093,-0.05574,0.0,0.10361928571428572,0.6846899999999999,-0.51246,0.003418806748785918,0.0035071933339523307
7,2018-05-02,Telefonica,67,0.17337059701492533,0.247799325364605,0.0,0.0979,0.44782,0.49836,-0.2862,-0.010664871791036923,-0.0202172951031665
8,2018-05-02,Samsung,896,0.0813467171999008,0.20466133140937454,-0.0208125,0.06884,0.21170999999999998,0.9477,-0.5626800000000001,0.0,0.0
9,2018-05-02,BMW,500,-0.01335405269841271,0.2332976667076807,-0.189105,0.0,0.13449,0.9341,-0.6768000000000001,0.006682499538851694,-0.010040570180817276
10,2018-05-03,Apple,2027,0.0756169261008135,0.20819789709316447,-0.013170000000000005,0.049400000000000006,0.217635,0.7717,-0.5975900000000001,0.0018106721407100679,0.038483347039363736
11,2018-05-03,Google,2172,0.11391007063199755,0.18998150078346712,0.0,0.06990500000000002,0.245809375,0.7438600000000001,-0.5350666666666667,-0.01746398391008519,0.00773992242383592
12,2018-05-03,Telefonica,93,0.027206434118450244,0.2497969853438626,-0.06563,0.03286,0.21521,0.6012299999999999,-0.7155,-0.0202172951031665,-0.00805570083221685
13,2018-05-03,BMW,542,-0.0028545051396942586,0.2255362861455841,-0.11941250000000002,0.0,0.1302,0.6056666666666666,-0.7155,-0.010040570180817276,-0.006531701863215389
14,2018-05-03,Tesla,916,0.01820865768177725,0.1598713132578809,-0.07952000000000001,0.0,0.12079000000000001,0.63083,-0.6866333333333333,-0.057050988293073424,0.033328351745087303
15,2018-05-03,Bayer,1051,0.05112752121939797,0.18497861012534936,-0.035227499999999995,0.0,0.14164000000000002,0.6744125000000001,-0.6065699999999999,0.0035071933339523307,0.018925509132166063
16,2018-05-03,BASF,217,0.14642036994367633,0.2107086569595487,0.01651000000000001,0.20038,0.2729111111111111,0.6622100000000001,-0.38286,-0.017218891939941194,0.012625406600751177
17,2018-05-03,Samsung,874,0.11372173781373722,0.2036547202669381,0.0,0.10574125,0.24514,0.67499,-0.6023000000000001,0.0,-0.0209731233802799
18,2018-05-03,Airbus,248,-0.0469633906169995,0.24361616753831944,-0.26298000000000005,0.0,0.13609000000000002,0.5112700000000001,-0.5259600000000001,0.0006117455329448518,0.006400834655416965
