,Timestamp,BASF
0,2018-06-26,-0.016150261652243536
1,2018-06-25,0.0086623484359718
2,2018-06-22,0.029022740083789245
3,2018-06-21,-0.0017969456767019665
4,2018-06-20,0.020061210496765014
5,2018-06-19,-0.0015289623678373943
6,2018-06-18,0.015069498417840776
7,2018-06-15,0.014388737452099676
8,2018-06-14,0.0064931594537993575
9,2018-06-13,-0.01648577691531994
10,2018-06-12,0.009421025562562413
11,2018-06-11,0.003880397473506214
12,2018-06-08,-0.02199662592753704
13,2018-06-07,-0.006893758679561657
14,2018-06-06,0.004095249390463351
15,2018-06-05,-0.003392014481032213
16,2018-06-04,-0.00387392630980532
17,2018-06-01,-0.0010591351387265746
18,2018-05-31,0.0
19,2018-05-30,0.011821990554931716
20,2018-05-29,-0.007709417929315343
21,2018-05-28,0.015706215484514452
22,2018-05-25,0.011591338825216901
23,2018-05-24,-0.006065826896464621
24,2018-05-23,0.007320174515174749
25,2018-05-22,0.02309311296217853
26,2018-05-21,-0.009285741051478169
27,2018-05-18,0.0
28,2018-05-17,-0.0007870917368171249
29,2018-05-16,-0.003606044024806465
30,2018-05-15,-0.01078269342729321
31,2018-05-14,-0.009977719109085292
32,2018-05-11,0.0012670623131549874
33,2018-05-10,0.005853675251461077
34,2018-05-09,-0.014292543897325594
35,2018-05-08,-0.0029064718478304385
36,2018-05-07,-0.0027981830080046066
37,2018-05-04,0.01425863141549577
38,2018-05-03,-0.012625406600751177
39,2018-05-02,0.017218891939941194
40,2018-04-30,-0.011060020574936047
41,2018-04-27,-0.0029004022884961955
42,2018-04-26,-0.017226652049204816
43,2018-04-25,-0.0021299262578251543
44,2018-04-24,0.023183335455657428
45,2018-04-23,0.0074949904041874404
46,2018-04-20,-0.004144129333648827
47,2018-04-19,-0.007177618219166071
48,2018-04-18,-0.0006973500979947644
49,2018-04-17,-0.008054674960238373
50,2018-04-16,-0.013332744253577111
51,2018-04-13,-0.0008317985150734231
52,2018-04-12,-0.0020229673109488644
53,2018-04-11,-0.011621768618828021
54,2018-04-10,0.012693261072077355
55,2018-04-09,-0.0060870272089843525
56,2018-04-06,0.005491895369720723
57,2018-04-05,0.004869657464375621
58,2018-04-04,-0.028726210553591258
59,2018-04-03,-0.001464307766223527
60,2018-03-29,0.007057707563167703
61,2018-03-28,-0.015273068587112526
62,2018-03-27,0.01563677108248296
63,2018-03-26,-0.020450109594881916
64,2018-03-23,0.0029647952538622846
65,2018-03-22,0.017606519116636576
66,2018-03-21,0.027140167808239468
67,2018-03-20,-0.004136877243082537
68,2018-03-19,-0.009879268590752943
69,2018-03-16,0.01354422510775688
70,2018-03-15,-0.008413867258285634
71,2018-03-14,-0.008725328767329898
72,2018-03-13,0.007057867685405839
73,2018-03-12,0.018542013357675913
74,2018-03-09,-0.005514827705344061
75,2018-03-08,0.003875291092614752
76,2018-03-07,-0.00788378502400544
77,2018-03-06,-0.013918026370143721
78,2018-03-05,0.008112666780399458
79,2018-03-02,-0.016050170871978686
80,2018-03-01,0.025628674898028336
81,2018-02-28,0.016805156837857993
82,2018-02-27,0.006574797316185155
83,2018-02-26,0.02138389033826993
84,2018-02-23,-0.008930144690394215
85,2018-02-22,0.0004540810612700952
86,2018-02-21,-0.007061532760465283
87,2018-02-20,-0.00011430530960598873
88,2018-02-19,-0.014160139897097856
89,2018-02-16,0.00566508249575115
90,2018-02-15,-0.0034646067685351056
91,2018-02-14,-0.0016209335493035937
92,2018-02-13,-0.007910697372581765
93,2018-02-12,0.005474359953063335
94,2018-02-09,-0.01474400685022026
95,2018-02-08,0.01764373630768823
96,2018-02-07,0.03359650940179382
97,2018-02-06,-0.009112961755100457
98,2018-02-05,0.016366243568536554
99,2018-02-02,0.004990860467758651
100,2018-02-01,0.024155499841813644
101,2018-01-31,0.01840411457698199
102,2018-01-30,0.00402074396291674
103,2018-01-29,0.004950765892219877
104,2018-01-26,0.0012601072758444687
105,2018-01-25,0.0006294586863315743
106,2018-01-24,0.009082904224879229
107,2018-01-23,0.010853380610041263
108,2018-01-22,-0.0011315127473769948
109,2018-01-19,0.0052353453254143645
110,2018-01-18,-0.015684977424597513
111,2018-01-17,-0.0270927865967181
112,2018-01-16,0.0034137007761465554
113,2018-01-15,0.0022339246564797577
114,2018-01-12,0.008043222534088734
115,2018-01-11,-0.00942553973011595
116,2018-01-10,-0.007476271072487606
117,2018-01-09,0.015108277589850339
118,2018-01-08,0.003268149026625977
119,2018-01-05,-0.0016854528376351041
120,2018-01-04,-0.013800643660924372
121,2018-01-03,-0.02128314549114929
122,2018-01-02,-0.0029525966007009075
123,2017-12-29,0.004698178540777143
124,2017-12-28,0.011272610154572149
125,2017-12-27,0.008692440845567084
126,2017-12-22,-0.0008551577218094408
127,2017-12-21,0.0019230775157410562
128,2017-12-20,-0.005995093429530307
129,2017-12-19,0.012272711534364156
130,2017-12-18,0.012438233509819874
131,2017-12-15,-0.01892934435671112
132,2017-12-14,0.0008536976294806209
133,2017-12-13,0.004257590252641386
134,2017-12-12,0.0006370779574149665
135,2017-12-11,-0.003722022694304883
136,2017-12-08,0.002341173784045303
137,2017-12-07,-0.010793585952697526
138,2017-12-06,0.008771986072837024
139,2017-12-05,0.0022341623208781414
140,2017-12-04,0.0021231430480774804
141,2017-12-01,-0.01776017581472633
142,2017-11-30,0.014573768445318436
143,2017-11-29,-0.003943937319205837
144,2017-11-28,0.005007201640536252
145,2017-11-27,-0.008002176603602251
146,2017-11-24,0.018573099563612416
147,2017-11-23,-0.02869377165139575
148,2017-11-22,0.0029175016642266627
