,Timestamp,Samsung
0,2000-01-04,0.09073799679028483
1,2000-01-05,-0.00714288751238179
2,2000-01-06,0.014337163146407761
3,2000-01-07,-0.040677579760815874
4,2000-01-10,0.0
5,2000-01-11,0.008703275128302934
6,2000-01-12,0.00174978172378637
7,2000-01-13,-0.02079797669448169
8,2000-01-14,-0.045271770816864176
9,2000-01-17,0.0
10,2000-01-18,0.023218290102006378
11,2000-01-19,-0.013333530869465093
12,2000-01-20,0.026847250036189152
13,2000-01-21,0.03109058707003065
14,2000-01-24,0.04668711397265213
15,2000-01-25,-0.0073260400920727164
16,2000-01-26,-0.007272759329080003
17,2000-01-27,-0.05292240145434235
18,2000-01-28,0.04211148535012832
19,2000-01-31,0.04771547303966628
20,2000-02-01,0.013245226750020933
21,2000-02-02,0.02312241742085419
22,2000-02-03,0.0
23,2000-02-04,-0.021215839150272586
24,2000-02-07,-0.035617635612894105
25,2000-02-08,-0.05202967144586168
26,2000-02-09,-0.006968669316094633
27,2000-02-10,0.010471299867296224
28,2000-02-11,0.05777780066681082
29,2000-02-14,0.03402974858631147
30,2000-02-15,0.039220713153280684
31,2000-02-16,-0.015873349156288796
32,2000-02-17,-0.04239555896768543
33,2000-02-18,0.04436600295498394
34,2000-02-21,-0.009813621448325094
35,2000-02-22,-0.0038986404156577947
36,2000-02-23,0.013712261863982889
37,2000-02-24,-0.009813621448325094
38,2000-02-25,0.06453852113757108
39,2000-02-28,-0.06453852113757108
40,2000-02-29,0.0
41,2000-03-01,-0.13840232285911824
42,2000-03-02,-0.020202707317519497
43,2000-03-03,0.061875403718087085
44,2000-03-06,0.0035524016043666506
45,2000-03-07,-0.05200478499031291
46,2000-03-08,0.05200478499031291
47,2000-03-09,0.014337163146407761
48,2000-03-10,0.06718944448780029
49,2000-03-13,-0.005774799493883265
50,2000-03-14,-0.035819097804953515
51,2000-03-15,0.0
52,2000-03-16,-0.014706147389695445
53,2000-03-17,-0.032318791255166346
54,2000-03-20,-0.038132869695443716
55,2000-03-21,-0.05299253014051075
56,2000-03-22,0.0
57,2000-03-23,-0.09237332013101529
58,2000-03-24,0.0
59,2000-03-27,-0.03326409364051308
60,2000-03-28,-0.085825277929926
61,2000-03-29,0.08298436692832212
62,2000-03-30,0.0509200904272582
63,2000-03-31,-0.05798725765034973
64,2000-04-03,0.0431721718652085
65,2000-04-04,0.0
66,2000-04-05,0.01780462463350574
67,2000-04-06,-0.07496303847345409
68,2000-04-07,-0.013793322132336527
69,2000-04-10,0.027779564107076382
70,2000-04-11,0.027125146267691136
71,2000-04-12,0.0
72,2000-04-13,0.098789452667571
73,2000-04-14,0.12580232482300246
74,2000-04-17,-0.09002615165771921
75,2000-04-18,0.006644542718669655
76,2000-04-19,-0.0033277900926762527
77,2000-04-20,-0.004971012722020163
78,2000-04-21,0.042200354490377734
79,2000-04-24,0.027973852042405767
80,2000-04-25,0.007117467768862795
81,2000-04-26,0.036367644170875124
82,2000-04-27,-0.105360515657825
83,2000-04-28,0.0
84,2000-05-01,-0.04561051125205218
85,2000-05-02,0.016051709010506343
86,2000-05-03,0.0
87,2000-05-04,0.0
88,2000-05-05,-0.05967233148639828
89,2000-05-08,0.0
90,2000-05-09,0.03253579005139784
91,2000-05-10,0.0
92,2000-05-11,0.030378035359172273
93,2000-05-12,-0.04445176257083361
94,2000-05-15,-0.05439407206579894
95,2000-05-16,-0.017493157447518115
96,2000-05-17,0.017493157447518115
97,2000-05-18,-0.01459879942115272
98,2000-05-19,0.03390155167568132
99,2000-05-22,0.04445176257083361
100,2000-05-23,0.028618805305653083
101,2000-05-24,0.032789822822991255
102,2000-05-25,0.06899287148694988
103,2000-05-26,0.025317807984290397
104,2000-05-29,0.0
105,2000-05-30,-0.12062798778861428
106,2000-05-31,-0.02247285585205816
107,2000-06-01,-0.0495457365514298
108,2000-06-02,-0.017964554975298697
109,2000-06-05,0.0
110,2000-06-06,-0.008862687257845892
111,2000-06-07,0.04051566889372182
112,2000-06-08,-0.07235627474938156
113,2000-06-09,-0.02392795369523526
114,2000-06-12,0.018246120227805918
115,2000-06-13,-0.07895255167327875
116,2000-06-14,0.08748745412311543
117,2000-06-15,0.03785022413109829
118,2000-06-16,0.005952398527295344
119,2000-06-19,-0.0636052499545734
120,2000-06-20,0.008438868645864517
121,2000-06-21,0.005665737535677451
122,2000-06-22,0.005698021114637797
123,2000-06-23,-0.029558802241544058
124,2000-06-26,-0.01377432246482968
125,2000-06-27,-0.028322864200061915
126,2000-06-28,0.003997340432620788
127,2000-06-29,0.014795158916747653
128,2000-06-30,-0.016129381929884445
129,2000-07-03,0.020202707317519497
130,2000-07-04,-0.010825545504921763
131,2000-07-05,0.01765151057532144
132,2000-07-06,-0.008185584586438921
133,2000-07-07,-0.032088314551501185
134,2000-07-10,0.019934214900818148
135,2000-07-11,-0.025183570786960985
136,2000-07-12,-0.015584731016698328
137,2000-07-13,0.02743477093419422
138,2000-07-14,0.0
139,2000-07-17,0.011992149045262579
140,2000-07-18,0.0
141,2000-07-19,0.07803400261245663
142,2000-07-20,-0.0028943580263653956
143,2000-07-21,0.08124767227288032
144,2000-07-24,0.01579811687659216
145,2000-07-25,-0.04209506916705408
146,2000-07-26,0.050088716847799475
147,2000-07-27,0.08366080207271231
148,2000-07-28,-0.029236820185024825
149,2000-07-31,-0.05281755583941461
150,2000-08-01,0.024411301679680975
151,2000-08-02,0.00661159433231262
152,2000-08-03,0.018410561843181128
153,2000-08-04,0.059147672502694704
154,2000-08-07,0.0
155,2000-08-08,-0.07257069283483553
