,Timestamp,Samsung,Telefonica,Allianz,Total,Bayer,Tesla,Airbus,Apple,BASF,BMW,Google
0,2010-06-30,-0.022989518224699523,0.03193884250783263,0.005758761243599864,-0.002936859673309477,0.005449604767564953,-0.002514670227067306,-0.002350177344953241,-0.018279019867401658,-0.003982306147817916,0.004126811334216107,-0.02694727212935533
1,2010-07-01,-0.0103897038491354,0.02330202520284441,-0.021987051732601515,0.013873899063204131,-0.009282075924368359,-0.08172267446932091,-0.051293294387550585,-0.01219990731984577,-0.027189631339179062,-0.047667619617504535,-0.019716597064846297
2,2010-07-02,0.0013046316266649427,0.01050128982066312,0.0046103128199090895,-0.011670446096769371,-0.026683072769146943,-0.13431233760759387,-0.01875054934537612,-0.006216967260779249,-0.0013676774413653447,-0.008280260229192926,-0.0346669404791502
3,2010-07-06,0.01037622798609128,-0.009062785616720248,0.02345457147882346,0.00585224786578209,0.017778743007435868,-0.1754700818448529,0.019735453979838,0.0068204554406694476,0.02809397163711891,0.02308493124387745,0.0012381005583987914
4,2010-07-07,-0.007772059847702907,0.018514651824692585,0.007210541475913602,0.035820448534785936,0.0066276615077125465,-0.019430257155962142,0.02383579431380189,0.03956794061511548,-0.0017961387855280895,0.019048194970694432,-0.0028779463118802084
5,2010-07-08,0.007772059847702907,0.002818226383841882,0.012705113729863271,0.009106893062464929,0.012907639280147707,0.09990261037853497,0.0071301549845914644,-0.0022254268940162802,0.011395498132646507,-0.021358554103878543,0.02686701820779636
6,2010-07-09,0.02673615649103489,0.005146210187842115,0.00885809000138238,0.007641579386966856,0.008549372997884941,-0.0034423441909727788,0.007667392325519273,0.00591066216348235,0.016197808826657226,0.006149135440349784,0.015313439709315091
7,2010-07-12,0.007509422022131673,-0.0131519039931991,0.007598279462611045,0.0020739723991294308,0.0002154940208751732,-0.02032000249095756,0.00790055316518501,-0.00903460358348429,0.006210861697651726,-0.006277645367918527,0.019291142725555762
8,2010-07-13,-0.007509422022131673,0.0065975734131011885,0.012225378548929022,0.01779649980361997,0.011248712535870451,0.061969240957465026,0.03042714634703092,-0.021557241114416925,0.010158954764160287,0.07963729892203197,0.0266109326050401
9,2010-07-14,0.034571344065088994,0.00421842669151129,0.01806231807251191,-0.0020373521478442846,0.005312379684341284,0.08958065716973618,-0.019700851305048058,0.003682675982092043,-0.003015294121759382,-0.01398289887398052,0.02101599086021277
10,2010-07-15,-0.004866189651172803,0.005131805057519756,-0.009801173876648585,0.00135869586119286,-0.007018318897509257,0.002516991009153813,-0.0448188216452472,-0.005065692131065447,-0.010625709862470691,0.017063835070965542,-0.003883839192330818
11,2010-07-16,-0.022195732391784517,-0.014058338374211221,-0.01753405529152463,-0.040171606385292165,-0.012239792056612409,0.03701384774748151,-0.01061098329408372,-0.0061833247770675115,-0.020038103023644727,-0.002606327740045877,-0.0519071001583038
12,2010-07-19,-0.008766493212181814,0.0023568240935301077,-0.0021248975059355857,0.009145332822191321,-0.0016217096369994801,0.059712212994012866,0.00910200458614474,-0.017438078108539482,-0.010396382276609994,-0.01904135130399487,-0.02349448326243841
13,2010-07-20,0.003766482795477089,0.017732615837324328,-0.002247856610512855,0.012526259819180652,-0.01713361059994023,-0.07632226755963334,-0.025077766788971445,0.025369724545226013,-0.006652034225173242,-0.006915405175402345,-8.326048046125577e-05
14,2010-07-21,0.023530497410193973,-0.013035566337455062,-0.0022529208556889557,-0.02096512846504517,-0.0038599441362996414,-0.003948672455416524,0.016889699814043983,0.009286218510813349,0.005415175687776941,-0.003658986885041404,0.0590122469008092
