,Timestamp,Allianz
0,2018-06-26,-0.006719988212799066
1,2018-06-25,-0.00139599836538018
2,2018-06-22,0.022560809557423234
3,2018-06-21,-0.012829500140413508
4,2018-06-20,0.013967027279340627
5,2018-06-19,0.0037446852269304998
6,2018-06-18,0.009244710711137749
7,2018-06-15,0.011936111368309632
8,2018-06-14,0.014859114403749984
9,2018-06-13,-0.01585761673333952
10,2018-06-12,0.005424267464719357
11,2018-06-11,-0.000994090765026101
12,2018-06-08,-0.013349847833916684
13,2018-06-07,0.004358279234779161
14,2018-06-06,-0.003574624002959048
15,2018-06-05,0.004911820547208734
16,2018-06-04,0.007212236533150396
17,2018-06-01,-0.006878216600189724
18,2018-05-31,0.0
19,2018-05-30,0.0046646019718759035
20,2018-05-29,-0.0011086475636643556
21,2018-05-28,0.030801910818440525
22,2018-05-25,0.00856811496376686
23,2018-05-24,-0.0018145919479870543
24,2018-05-23,0.00893432873376554
25,2018-05-22,0.020437749578564812
26,2018-05-21,-0.00666183373512208
27,2018-05-18,0.0
28,2018-05-17,0.001565353828637761
29,2018-05-16,-0.012064137926857121
30,2018-05-15,0.014459598115188932
31,2018-05-14,-0.009511438311351483
32,2018-05-11,0.0057594797671551845
33,2018-05-10,0.0026070195692664555
34,2018-05-09,0.03328690749883556
35,2018-05-08,0.008825651510196764
36,2018-05-07,0.0034886653873034135
37,2018-05-04,-0.010000083334583465
38,2018-05-03,-0.008478048358954382
39,2018-05-02,0.009181318594400523
40,2018-04-30,-0.013549246713214558
41,2018-04-27,-0.010026685188222473
42,2018-04-26,0.0032850866213021135
43,2018-04-25,-0.009577334933353221
44,2018-04-24,0.00814143725074512
45,2018-04-23,0.00123089563187051
46,2018-04-20,-0.008028038176269625
47,2018-04-19,-0.004557232123318933
48,2018-04-18,-0.0028068005328538703
49,2018-04-17,0.0
50,2018-04-16,-0.013836698741072517
51,2018-04-13,-0.00031670625759616655
52,2018-04-12,-0.004126335008893811
53,2018-04-11,-0.01183824415605006
54,2018-04-10,0.010989707830210804
55,2018-04-09,-0.005639812767544328
56,2018-04-06,-0.004063307558077156
57,2018-04-05,0.0039565896667213
58,2018-04-04,-0.02529044333667585
59,2018-04-03,0.003714633354718444
60,2018-03-29,0.0
61,2018-03-28,-0.0010911075823338834
62,2018-03-27,-0.0047053760832733715
63,2018-03-26,-0.015475051828214959
64,2018-03-23,0.004556829224341641
65,2018-03-22,0.02496844556714084
66,2018-03-21,0.020235153254479776
67,2018-03-20,0.0026462042432733313
68,2018-03-19,-0.01824147865840242
69,2018-03-16,0.01676046706854084
70,2018-03-15,-0.0018013249903843231
71,2018-03-14,-0.018626100458079442
72,2018-03-13,0.0037746068002864064
73,2018-03-12,0.021826791438501303
74,2018-03-09,0.0006317119603638233
75,2018-03-08,-0.0006317119603638233
76,2018-03-07,-0.006763208702500911
77,2018-03-06,-0.009481773481831546
78,2018-03-05,0.00469885529230929
79,2018-03-02,-0.021103281004630325
80,2018-03-01,0.026840043789814416
81,2018-02-28,0.016911279558076586
82,2018-02-27,0.004365003812760726
83,2018-02-26,-0.003636178750564767
84,2018-02-23,-0.003440549710973073
85,2018-02-22,0.004792674312418477
86,2018-02-21,-0.00041584364878310964
87,2018-02-20,0.0009354051505727767
88,2018-02-19,-0.011598270132804345
89,2018-02-16,0.0015752169179972242
90,2018-02-15,-0.005787966697620384
91,2018-02-14,-0.008372684171823686
92,2018-02-13,-0.007370647051939905
93,2018-02-12,0.006625371531684188
94,2018-02-09,-0.014050748667331803
95,2018-02-08,0.018302003874461903
96,2018-02-07,0.03378488350633724
97,2018-02-06,-0.022605690937495204
98,2018-02-05,0.03877690527445843
99,2018-02-02,0.01058741920132178
100,2018-02-01,0.005475374555202528
101,2018-01-31,0.010124793245293695
102,2018-01-30,0.0012277472383219745
103,2018-01-29,0.0031851062085772597
104,2018-01-26,-0.002449180749139579
105,2018-01-25,0.0
106,2018-01-24,0.004404215584942861
107,2018-01-23,0.0046279463918263986
108,2018-01-22,-0.002433091224641082
109,2018-01-19,0.0009739469968810255
110,2018-01-18,-0.01002821171495949
111,2018-01-17,-0.004681541136289269
112,2018-01-16,-0.0019777509536877957
113,2018-01-15,0.0002474328850929908
114,2018-01-12,-0.0004949270083702828
115,2018-01-11,-0.005958309583631305
116,2018-01-10,-0.0009965122897384049
117,2018-01-09,-0.0007480364393197547
118,2018-01-08,-0.007963779536588333
119,2018-01-05,-0.0015097380956303752
120,2018-01-04,-0.01553094203087646
121,2018-01-03,-0.012870190520534841
122,2018-01-02,-0.0015556134845651215
123,2017-12-29,-0.006246766799620218
124,2017-12-28,0.009096878846831302
125,2017-12-27,0.004388802707432582
126,2017-12-22,0.0059072985448311854
127,2017-12-21,0.005108567942722075
128,2017-12-20,-0.004596535161438098
129,2017-12-19,0.01826071537185836
130,2017-12-18,0.010251371186138059
131,2017-12-15,-0.019340047735439292
132,2017-12-14,-0.00712652545272352
133,2017-12-13,0.003060446153106078
134,2017-12-12,0.004573178701964942
135,2017-12-11,0.0015197571314162772
136,2017-12-08,0.00806659277025279
137,2017-12-07,-0.0037731147768802487
138,2017-12-06,0.0030196298737195093
139,2017-12-05,-0.0015086751667210407
140,2017-12-04,0.0040180867721471
141,2017-12-01,-0.018975901459005406
142,2017-11-30,0.01218598476553101
143,2017-11-29,0.00979292195324355
144,2017-11-28,-0.013331853857029508
145,2017-11-27,-0.004314180019592051
146,2017-11-24,0.006843265839073354
147,2017-11-23,-0.00938974034983886
148,2017-11-22,0.0063540689065559874
149,2017-11-21,0.01008327171850798
